Seat No.,PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412,CGPA
CS-97509,3.7,1.0,4.0,3.3,3.3,4.0,3.0,3.0,3.3,3.3,2.7,2.7,2.7,2.7,3.0,3.7,2.7,2.3,2.0,2.3,2.7,2.0,3.7,2.7,2.3,3.7,4.0,3.0,3.7,2.3,2.0,2.7,3.3,3.3,3.3,3.3,3.0,3.0,3.7,3.3,3.0,3.056
CS-97510,2.0,4.0,4.0,1.7,1.3,2.3,2.7,2.0,1.7,1.3,1.7,3.7,2.0,2.3,3.3,2.3,2.7,1.0,2.7,3.0,2.7,2.7,1.7,1.3,1.0,1.3,2.0,1.7,1.7,1.7,0.0,1.0,1.3,1.3,3.3,0.0,0.0,2.0,2.3,2.0,1.3,1.992
CS-97511,3.3,1.7,4.0,3.0,4.0,3.0,3.3,1.0,3.3,3.3,3.7,3.3,2.3,3.0,3.3,3.3,3.7,3.0,3.3,2.0,3.3,4.0,4.0,3.0,2.3,3.3,3.0,3.7,3.7,3.3,2.3,3.3,4.0,3.3,4.0,3.3,3.0,2.3,3.7,2.3,3.3,3.24
CS-97512,2.7,1.0,3.7,3.0,2.0,2.7,2.7,3.7,2.0,2.3,3.7,3.3,3.0,2.0,3.0,1.7,3.0,1.0,3.0,3.3,2.3,3.0,1.7,3.0,1.0,2.7,1.7,2.3,2.7,1.0,,1.7,3.0,2.0,3.3,2.0,2.3,3.0,3.3,2.0,2.0,2.484
CS-97513,2.0,1.0,3.3,2.7,2.7,3.0,4.0,1.0,2.3,1.7,1.3,3.3,1.0,2.0,1.3,2.0,1.7,1.7,2.7,1.3,3.3,1.3,3.7,3.0,1.0,2.7,3.0,2.3,3.3,1.3,1.0,1.7,1.3,2.0,3.3,3.0,2.3,2.7,3.0,2.0,2.3,2.288
CS-97514,2.7,2.3,4.0,2.7,2.7,2.0,3.7,3.7,3.0,1.0,2.0,2.0,4.0,3.7,2.3,3.7,4.0,2.7,1.3,2.3,3.0,4.0,3.3,1.7,1.3,2.7,1.7,1.0,4.0,2.0,1.3,1.7,3.3,2.0,3.7,1.0,1.0,2.3,3.3,2.0,0.0,2.489
CS-97515,3.0,1.0,3.3,3.7,2.7,3.3,3.0,1.0,3.3,1.0,1.0,3.0,1.3,1.7,3.7,3.3,2.3,2.7,2.0,2.7,3.7,2.0,4.0,3.3,3.0,3.7,3.7,3.0,4.0,4.0,2.7,3.0,4.0,3.0,4.0,3.7,3.7,3.0,4.0,3.3,3.3,3.027
CS-97516,2.7,1.7,4.0,2.3,2.3,3.3,3.3,1.0,3.7,1.7,1.7,2.3,1.0,1.3,3.0,3.7,2.0,1.7,1.7,2.3,3.3,2.3,3.3,3.3,2.7,3.3,3.7,2.7,3.7,2.3,1.3,2.7,3.7,3.0,4.0,3.0,3.0,2.7,3.3,2.7,3.0,2.776
CS-97517,3.0,1.0,3.7,1.0,3.3,1.3,3.3,1.7,1.7,2.0,2.3,3.0,2.0,1.7,1.7,3.0,1.7,2.3,1.7,1.7,3.3,2.3,3.3,2.7,1.0,2.0,2.3,1.7,4.0,0.0,1.0,0.0,1.3,0.0,4.0,2.0,0.0,1.7,3.0,0.0,0.0,1.953
CS-97518,3.3,1.7,4.0,3.7,4.0,4.0,4.0,3.3,4.0,3.3,2.7,3.3,2.7,2.3,3.0,3.3,3.0,3.3,2.0,3.0,3.3,3.0,4.0,3.3,2.7,3.7,3.7,3.3,4.0,3.7,3.0,2.7,4.0,2.0,4.0,3.3,3.0,2.7,3.3,2.7,3.0,3.272
CS-97519,3.3,1.0,4.0,3.7,3.3,4.0,3.0,1.3,3.3,2.7,3.3,3.3,2.3,3.0,3.3,3.3,2.3,2.7,2.3,2.3,3.0,2.7,3.3,3.3,1.7,3.3,3.0,3.0,3.0,2.7,1.0,2.0,3.7,3.0,4.0,3.3,3.0,2.7,3.3,2.3,3.0,2.951
CS-97520,3.7,2.7,3.7,3.3,4.0,3.3,3.7,2.0,3.3,3.0,4.0,3.3,2.3,2.0,3.0,3.3,2.7,3.7,2.3,2.0,3.0,3.0,4.0,2.7,2.0,3.0,3.3,3.0,3.3,2.7,1.7,3.0,2.7,2.3,4.0,2.7,3.0,2.7,3.0,1.7,2.3,2.982
CS-97521,4.0,1.3,4.0,3.7,2.7,3.7,3.0,3.0,4.0,3.7,3.0,3.0,2.0,2.7,3.0,3.0,2.0,3.3,1.7,2.7,3.0,2.0,3.3,3.3,2.0,3.3,3.3,2.7,3.3,3.0,1.7,2.3,4.0,2.0,4.0,3.7,2.7,2.3,3.3,2.0,3.0,2.96
CS-97522,1.7,1.3,2.7,2.0,2.7,2.0,3.0,1.7,3.3,2.3,1.7,2.7,1.3,0.0,1.0,2.0,1.0,1.0,1.0,1.3,3.0,3.3,1.3,2.3,,2.0,1.7,2.0,1.0,1.3,0.0,3.3,1.0,1.7,3.7,1.3,0.0,2.0,2.7,1.7,1.3,1.863
CS-97523,2.0,3.7,3.0,3.7,2.3,3.0,2.3,1.3,2.3,2.7,2.0,3.0,2.0,1.3,2.0,1.7,3.3,1.0,2.0,2.0,2.7,3.0,1.3,2.0,0.0,2.0,1.7,1.3,1.3,1.0,0.0,1.0,0.0,0.0,3.7,0.0,0.0,1.7,2.3,1.7,0.0,1.806
CS-97524,2.7,1.0,4.0,3.7,2.7,4.0,3.0,1.0,3.3,2.0,1.0,2.3,1.0,1.7,2.3,3.0,1.0,2.3,1.3,2.0,3.0,1.0,2.7,2.3,1.0,3.0,2.0,1.7,2.0,1.3,1.7,3.3,3.0,2.7,4.0,2.0,1.3,3.0,3.0,1.7,2.3,2.328
CS-97525,2.7,3.7,4.0,4.0,2.3,3.3,4.0,3.7,3.0,1.7,1.7,3.0,2.7,1.3,2.0,3.0,2.7,2.7,1.0,2.7,3.0,1.7,3.7,3.0,3.3,3.0,2.7,2.0,3.0,1.0,0.0,1.3,2.7,2.3,3.3,1.3,1.7,3.3,3.7,2.7,2.0,2.576
CS-97526,2.0,3.7,4.0,2.3,2.0,2.7,2.3,4.0,2.7,4.0,1.3,2.3,2.3,3.0,4.0,2.7,3.7,2.3,4.0,4.0,3.0,3.7,3.0,2.0,2.7,3.0,3.7,2.0,3.7,3.0,1.3,2.7,3.7,2.7,4.0,2.7,3.0,2.0,2.3,1.3,3.0,2.941
CS-97527,3.0,2.0,3.7,2.0,2.7,3.3,2.7,1.0,2.7,2.3,2.7,2.0,3.7,2.3,1.7,2.7,3.0,1.0,3.7,2.0,3.3,3.0,2.7,2.7,2.0,3.0,3.3,2.3,3.0,1.3,2.3,3.0,3.3,2.7,3.3,2.0,1.3,2.0,3.3,3.0,3.0,2.659
CS-97528,1.7,1.0,3.0,3.3,1.7,2.7,2.3,3.0,2.3,3.3,3.7,3.0,1.0,2.0,3.0,1.0,1.3,1.0,2.3,1.3,2.0,2.3,3.3,1.3,2.0,2.7,1.0,2.7,3.0,1.3,0.0,1.0,1.0,1.0,4.0,0.0,1.3,1.0,2.3,1.7,0.0,1.957
CS-97529,4.0,3.3,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,2.3,4.0,3.7,3.7,4.0,4.0,4.0,3.0,3.3,3.7,4.0,4.0,3.3,3.3,4.0,4.0,3.3,4.0,4.0,3.3,3.0,4.0,3.3,4.0,4.0,4.0,3.0,3.7,3.0,3.7,3.734
CS-97530,4.0,4.0,4.0,4.0,4.0,4.0,3.3,4.0,4.0,4.0,4.0,3.0,3.0,3.7,4.0,4.0,4.0,4.0,4.0,3.0,3.7,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,3.3,3.3,4.0,4.0,3.876
CS-97531,4.0,4.0,4.0,3.7,3.7,4.0,3.7,4.0,4.0,3.3,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,3.942
CS-97532,4.0,2.3,4.0,3.7,3.3,4.0,4.0,4.0,4.0,4.0,3.3,3.0,3.3,4.0,3.7,3.7,3.7,3.7,3.7,2.7,4.0,3.7,4.0,3.0,3.3,4.0,3.0,3.3,3.7,3.3,3.0,3.3,4.0,3.3,4.0,4.0,3.7,3.3,3.3,2.0,3.0,3.566
CS-97533,3.3,2.0,4.0,3.0,3.7,4.0,3.3,1.3,3.3,2.7,3.3,3.3,1.7,3.0,3.3,4.0,3.0,3.0,3.3,3.0,3.0,3.7,4.0,3.0,3.0,3.0,3.3,3.3,3.0,2.3,2.0,2.3,3.0,2.7,4.0,3.0,2.3,3.0,3.7,1.3,2.3,3.068
CS-97534,3.7,3.3,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3,3.7,3.0,3.7,4.0,4.0,3.7,4.0,3.3,3.7,4.0,4.0,3.7,3.3,4.0,4.0,3.3,4.0,3.7,3.7,3.0,4.0,3.0,4.0,3.7,3.7,2.3,3.3,2.7,3.0,3.679
CS-97535,2.7,2.7,4.0,4.0,3.7,4.0,3.7,3.0,3.3,3.3,3.0,3.7,2.3,3.0,3.3,4.0,3.7,3.7,2.3,3.3,3.7,3.3,4.0,3.3,3.0,3.3,3.3,3.3,3.0,3.0,2.0,3.3,3.7,3.3,4.0,3.3,3.3,3.0,3.7,3.3,3.3,3.369
CS-97536,3.7,2.7,4.0,3.7,3.7,4.0,3.7,2.7,3.0,3.3,3.0,3.0,3.0,3.3,2.7,3.7,3.3,3.7,3.0,3.3,3.7,4.0,3.0,3.3,3.0,3.7,3.3,3.7,3.7,3.3,2.7,3.0,3.7,2.3,4.0,4.0,3.3,2.7,3.7,2.3,3.0,3.365
CS-97537,4.0,2.3,4.0,2.7,3.7,4.0,2.0,3.3,3.3,3.3,3.0,3.3,3.0,3.7,3.7,4.0,3.7,3.7,3.0,3.3,3.3,4.0,4.0,3.0,3.0,3.7,4.0,3.3,4.0,3.3,2.7,3.3,4.0,3.3,3.7,4.0,4.0,3.0,3.3,3.3,3.7,3.504
CS-97538,4.0,2.0,4.0,3.7,4.0,4.0,3.0,3.7,3.3,2.3,2.3,3.3,4.0,4.0,3.3,3.7,3.3,3.7,2.0,3.3,3.3,2.3,3.7,3.0,2.7,3.3,4.0,3.7,4.0,2.7,2.7,3.3,4.0,3.3,4.0,3.7,3.3,3.0,3.3,3.0,3.3,3.386
CS-97539,3.7,2.0,4.0,3.7,4.0,3.3,3.7,2.7,4.0,3.3,3.7,3.3,3.0,3.7,3.7,3.7,3.3,3.7,2.7,3.0,4.0,3.7,4.0,3.7,3.0,3.7,3.7,3.3,3.3,3.3,1.7,3.7,4.0,3.7,4.0,3.0,4.0,3.0,3.7,3.7,3.7,3.499
CS-97540,4.0,2.3,4.0,3.3,3.3,3.7,3.3,3.0,3.3,3.3,3.7,3.3,3.0,3.3,3.3,3.7,3.3,3.3,2.0,2.7,3.0,3.3,4.0,3.0,3.3,4.0,3.3,3.3,3.7,3.7,3.3,3.7,4.0,4.0,4.0,3.7,3.3,3.0,3.7,2.7,3.7,3.452
CS-97541,4.0,3.3,4.0,3.3,4.0,4.0,3.3,2.0,3.7,3.0,3.3,3.0,3.0,4.0,4.0,4.0,3.7,4.0,4.0,3.3,3.3,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,3.3,3.7,3.3,4.0,3.765
CS-97542,3.7,3.3,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.7,3.0,3.0,3.7,4.0,4.0,4.0,3.3,3.7,3.0,3.3,3.7,4.0,4.0,3.3,3.7,4.0,3.3,4.0,4.0,3.0,3.7,4.0,4.0,3.7,3.7,3.3,3.0,4.0,3.3,3.7,3.696
CS-97543,4.0,3.7,4.0,3.7,4.0,4.0,3.7,3.0,4.0,4.0,3.7,3.7,2.7,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.7,3.3,4.0,4.0,3.7,4.0,4.0,3.3,3.7,3.7,3.7,4.0,4.0,4.0,3.3,4.0,3.7,4.0,3.816
CS-97544,4.0,3.0,4.0,3.7,3.7,4.0,3.3,3.3,3.3,2.7,4.0,3.3,3.0,3.3,4.0,4.0,3.7,4.0,2.7,3.3,3.0,4.0,4.0,3.3,3.3,4.0,4.0,3.3,4.0,3.7,3.3,3.7,,,,,,,,,,3.607
CS-97545,3.7,1.7,4.0,4.0,3.0,3.0,3.7,4.0,3.7,2.0,2.7,3.3,1.7,2.0,3.0,3.3,2.3,2.0,2.0,2.3,3.3,1.7,4.0,3.3,2.3,3.3,3.3,3.7,3.0,3.3,3.0,3.0,3.3,3.0,3.3,3.0,2.7,3.3,3.7,2.3,3.0,3.029
CS-97546,3.0,3.0,4.0,4.0,3.7,3.7,3.7,1.0,3.7,2.7,3.0,3.3,2.0,2.0,3.3,3.7,3.0,2.0,2.3,2.3,3.3,2.3,3.7,3.3,2.7,3.3,4.0,3.0,2.3,3.3,3.0,2.7,3.0,3.0,4.0,3.3,3.0,2.0,3.3,1.7,3.0,3.068
CS-97547,3.0,1.0,4.0,3.3,3.3,3.7,2.7,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.7,3.7,3.0,3.0,2.3,2.3,3.3,2.7,3.7,3.3,3.0,3.7,4.0,3.0,3.3,2.7,2.0,3.3,3.3,3.3,4.0,3.3,3.3,3.0,3.3,2.3,3.0,3.019
CS-97548,2.7,2.3,3.7,3.3,1.7,3.0,2.3,1.0,2.7,1.7,1.3,3.0,2.3,1.0,1.7,3.0,1.0,1.0,3.0,1.0,3.0,1.7,1.3,3.0,1.3,2.0,1.7,1.7,1.0,1.3,2.7,1.3,2.0,2.7,3.7,2.3,1.3,2.7,2.7,2.0,2.0,2.146
CS-97549,4.0,4.0,4.0,4.0,2.3,4.0,3.3,2.0,3.3,3.3,2.3,3.3,4.0,2.7,3.3,3.7,2.7,2.3,2.3,2.0,3.7,3.0,3.3,3.7,2.7,3.7,4.0,3.3,3.7,2.7,2.0,3.0,3.0,3.0,3.0,3.0,2.7,3.7,4.0,2.3,3.0,3.182
CS-97550,3.7,2.0,4.0,4.0,3.0,3.0,2.7,1.7,2.7,2.0,2.7,1.7,4.0,3.0,3.0,3.3,2.0,2.7,1.7,2.0,3.3,4.0,2.0,3.0,2.3,3.0,3.3,2.7,3.3,3.0,1.0,2.3,3.3,2.7,4.0,3.0,2.7,3.0,3.0,2.7,2.7,2.86
CS-97551,2.7,3.0,4.0,2.0,4.0,3.7,1.3,3.7,1.0,1.0,4.0,2.7,3.0,4.0,4.0,2.3,3.0,3.3,2.3,2.7,1.0,2.7,2.0,0.0,2.0,1.0,1.7,1.3,4.0,1.7,3.3,0.0,4.0,2.0,3.3,2.7,2.0,1.3,2.0,0.0,0.0,2.359
CS-97552,4.0,2.7,4.0,3.3,4.0,4.0,3.3,3.3,4.0,3.7,3.7,3.3,3.7,3.0,3.3,3.0,3.7,3.7,3.7,3.0,2.7,4.0,4.0,3.0,2.3,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.3,2.7,4.0,2.0,3.3,2.0,2.7,2.0,2.7,3.218
CS-97553,2.7,2.0,4.0,3.3,1.7,4.0,3.0,2.0,3.0,3.0,1.7,3.0,3.0,3.3,2.0,3.0,1.7,2.3,1.0,2.0,3.3,2.3,3.3,2.0,4.0,3.0,3.0,1.7,3.0,1.0,3.3,1.0,2.3,2.0,3.3,0.0,1.3,1.7,3.0,1.0,1.3,2.406
CS-97554,4.0,3.0,4.0,2.3,4.0,4.0,3.7,4.0,2.7,3.3,3.3,3.0,3.3,3.3,3.7,3.3,3.7,4.0,3.3,3.7,3.3,4.0,4.0,3.3,3.0,3.3,3.0,3.7,4.0,3.0,2.3,3.0,3.7,3.3,4.0,3.3,4.0,2.3,3.7,3.0,3.7,3.491
CS-97555,3.3,1.7,4.0,2.3,3.0,3.7,3.3,2.0,3.3,3.0,3.3,3.0,3.0,3.0,2.3,3.3,3.3,2.3,1.7,2.0,3.3,3.3,4.0,3.0,2.0,2.3,3.0,2.0,3.7,2.0,1.3,2.0,3.7,2.3,4.0,3.0,3.0,3.0,3.3,1.7,3.0,2.88
CS-97556,2.7,2.0,4.0,2.7,1.7,3.0,3.0,2.7,1.7,3.3,1.3,3.0,4.0,2.0,1.3,2.3,1.3,1.0,3.3,2.3,2.3,1.3,2.3,2.0,3.3,1.0,1.7,1.7,1.7,0.0,1.0,2.0,1.0,1.7,3.0,1.7,2.3,2.7,3.3,1.3,2.7,2.206
CS-97557,4.0,3.3,4.0,4.0,4.0,3.3,3.7,3.0,3.7,4.0,3.3,3.0,3.7,2.0,4.0,4.0,4.0,4.0,3.7,3.7,3.7,4.0,4.0,3.7,3.3,3.0,3.3,3.0,4.0,4.0,3.0,2.7,4.0,3.7,4.0,3.3,4.0,3.0,4.0,3.3,4.0,3.624
CS-97558,3.3,2.3,3.0,3.7,2.7,3.3,3.3,2.0,3.0,4.0,2.0,3.0,3.7,0.0,3.0,2.0,2.7,1.7,1.3,1.7,3.7,2.3,1.3,2.7,2.0,3.0,2.0,2.7,2.0,1.7,0.0,2.7,1.7,2.0,3.7,2.0,2.3,1.3,3.0,1.7,2.0,2.429
CS-97559,3.7,2.7,4.0,4.0,3.7,4.0,3.3,3.7,3.3,4.0,2.7,3.0,2.3,3.3,2.7,3.7,3.7,3.3,2.7,3.7,3.0,3.7,4.0,3.3,2.3,3.3,3.3,3.0,3.7,2.3,3.0,2.7,3.3,3.3,4.0,3.0,2.0,1.0,3.7,1.3,2.0,3.172
CS-97560,3.7,2.3,4.0,3.0,3.0,3.7,2.3,1.0,3.0,3.7,3.7,3.3,2.7,3.0,3.3,3.3,3.3,3.7,2.0,2.7,3.3,4.0,3.3,3.7,2.7,3.0,3.0,3.3,4.0,3.0,3.3,2.7,3.3,2.7,4.0,3.7,4.0,2.0,3.3,3.3,3.7,3.226
CS-97561,3.3,1.7,4.0,1.3,2.3,3.7,1.7,2.3,2.3,3.0,2.0,3.0,3.0,3.7,2.3,3.0,2.7,3.3,4.0,3.0,1.0,2.3,2.7,0.0,2.0,2.0,2.7,1.7,3.0,1.0,3.3,1.0,3.3,2.0,3.3,1.7,1.7,0.0,2.0,1.0,1.7,2.37
CS-97562,2.7,3.0,3.7,3.3,2.7,3.3,3.7,4.0,3.0,3.0,2.0,3.3,2.7,3.3,2.7,3.7,2.3,3.0,4.0,4.0,3.0,2.7,4.0,3.3,2.3,2.7,2.0,2.0,3.3,2.0,1.0,1.0,3.3,2.7,3.3,1.3,2.3,2.7,3.3,2.0,2.3,2.828
CS-97563,3.0,3.0,4.0,2.0,3.0,3.3,3.0,1.7,3.3,3.3,2.7,2.3,1.7,2.3,3.0,2.3,2.3,2.7,2.0,2.0,2.3,3.0,4.0,2.7,2.3,2.7,3.0,3.0,3.7,2.3,2.0,2.7,3.7,3.0,3.3,3.3,3.3,2.3,3.7,1.3,2.3,2.821
CS-97564,3.7,3.0,4.0,1.3,3.3,3.7,2.0,4.0,2.3,2.0,3.0,3.0,3.3,3.0,2.0,3.0,3.0,4.0,1.7,2.0,2.0,2.3,4.0,3.0,2.3,2.0,3.3,3.0,3.3,1.7,2.7,1.7,3.3,2.0,3.3,1.7,1.7,2.0,0.0,1.0,2.0,2.612
CS-97565,3.7,1.0,4.0,2.0,3.3,3.3,2.0,3.7,2.7,1.0,3.3,3.0,1.7,3.0,2.0,3.3,2.7,2.3,3.3,3.7,2.0,3.3,2.3,2.7,2.3,3.0,2.7,2.3,2.3,2.0,1.0,1.7,3.0,2.3,3.3,1.3,2.0,1.7,3.0,2.0,2.7,2.607
CS-97566,0.0,0.0,1.0,1.7,,1.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8
CS-97567,3.0,4.0,4.0,3.7,4.0,4.0,3.7,3.7,4.0,3.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.7,4.0,3.0,3.7,3.7,4.0,4.0,4.0,4.0,4.0,3.3,3.7,3.7,4.0,4.0,4.0,3.3,3.3,3.0,4.0,3.798
CS-97568,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,4.0,4.0,3.3,2.3,3.7,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.3,3.3,4.0,4.0,3.7,3.0,3.7,2.0,3.7,3.772
CS-97569,3.0,4.0,3.7,3.3,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.7,3.0,3.3,3.0,3.7,4.0,3.3,3.0,4.0,3.3,3.0,4.0,3.0,2.7,3.3,3.3,4.0,3.3,3.0,2.3,3.3,3.7,3.0,4.0,3.3,4.0,2.0,3.3,3.7,3.7,3.47
CS-97570,4.0,3.3,1.0,4.0,1.0,1.3,2.7,1.7,2.7,1.7,4.0,2.3,1.0,1.0,3.0,2.7,3.0,2.7,2.0,2.7,1.3,1.3,2.3,1.0,2.0,2.0,2.3,1.7,1.7,1.0,2.7,3.3,1.0,3.0,3.0,1.7,1.0,2.0,3.0,2.7,2.0,2.193
CS-97571,2.0,1.0,1.0,2.0,2.0,1.3,3.0,2.3,2.0,1.3,2.7,2.3,1.7,3.3,1.3,3.3,1.7,3.0,1.3,1.7,2.0,1.3,2.0,1.0,0.0,1.0,1.0,2.0,3.7,0.0,1.7,1.3,2.3,2.0,2.7,1.0,0.0,1.7,3.3,1.0,1.7,1.753
